State,Hour,Day,Month,Year,Wind_Speed(km/h),Temperature(C),Precipitation(mm),Severity,Predicted_Hour
NJ,10,10,12,2022,16.09,1.67,0.0,2,10
TX,14,8,8,2022,12.87,37.22,0.0,2,14
CO,18,5,11,2022,14.48,11.67,0.0,2,16
TX,8,11,8,2022,9.65,25.56,0.0,2,7
PA,19,21,1,2023,8.04,3.89,0.0,2,17
WA,9,4,8,2022,9.65,16.67,0.0,1,9
CO,16,13,9,2022,22.53,28.89,0.0,2,14
CA,13,10,9,2022,19.31,23.89,0.0,2,14
SC,19,20,11,2022,0.0,3.89,0.0,2,13
MT,15,9,11,2022,4.83,-11.67,0.0,2,13
AR,9,27,9,2022,0.0,16.11,0.0,2,11
CA,7,25,1,2023,4.83,-0.56,0.0,2,7
UT,22,7,12,2022,0.0,-1.11,0.0,2,11
OR,7,29,1,2023,19.31,-11.11,0.0,2,8
VA,8,6,12,2022,9.65,15.0,0.0,2,10
CA,9,28,8,2022,4.83,14.44,0.0,2,8
FL,12,2,10,2022,22.53,27.78,0.0,2,13
MN,14,6,8,2022,9.65,25.56,0.0,2,15
CA,23,16,1,2023,16.09,10.0,0.0,2,20
CA,19,9,10,2022,0.0,23.89,0.0,2,15
PA,13,12,8,2022,22.53,27.22,0.0,2,13
VA,17,22,9,2022,32.18,22.78,0.0,2,17
CA,16,24,8,2022,9.65,41.11,0.0,2,16
CA,8,16,12,2022,0.0,1.11,0.0,2,8
FL,9,14,11,2022,4.83,17.78,0.0,2,11
MN,18,16,1,2023,12.87,0.0,0.25,2,15
WA,18,1,9,2022,11.26,27.22,0.0,2,17
SC,8,24,1,2023,4.83,-3.89,0.0,2,8
VA,16,22,11,2022,8.04,13.33,0.0,2,15
TX,12,5,11,2022,8.04,17.78,0.0,2,12
CO,17,13,1,2023,16.09,7.22,0.0,2,14
CA,16,4,11,2022,9.65,18.89,0.0,2,16
TN,17,18,1,2023,27.35,20.0,0.0,2,15
MI,4,29,1,2023,0.0,-0.56,0.0,2,5
OR,22,13,9,2022,4.83,19.44,0.0,2,22
CA,7,2,11,2022,8.04,13.33,0.76,2,6
CA,11,7,10,2022,0.0,24.44,0.0,2,15
IL,6,28,12,2022,19.31,-1.67,0.0,2,8
OH,16,14,12,2022,19.31,6.11,0.0,2,15
MI,5,28,9,2022,12.87,8.33,0.0,2,7
FL,14,24,12,2022,19.31,9.44,0.0,2,14
VA,5,8,8,2022,8.04,23.33,0.0,1,6
NJ,17,29,12,2022,0.0,8.33,0.0,2,17
SC,13,18,12,2022,19.31,13.33,0.0,2,13
CO,18,27,1,2023,8.04,-6.67,0.0,2,15
CA,11,19,8,2022,0.0,26.11,0.2104570154231863,2,11
CA,13,20,9,2022,12.87,27.22,0.2104570154231863,2,14
AZ,14,6,1,2023,4.83,16.11,0.0,2,14
VA,8,25,1,2023,11.26,2.22,0.0,2,9
OH,20,23,12,2022,27.35,-18.33,0.0,2,20
VA,8,4,11,2022,0.0,7.22,0.0,2,10
FL,17,11,12,2022,4.83,18.89,0.0,2,15
MN,8,27,1,2023,25.74,1.67,0.0,2,8
NC,22,5,1,2023,16.09,11.67,0.0,2,19
MN,14,7,12,2022,8.04,-13.89,0.0,2,13
SC,12,6,8,2022,8.04,31.11,0.0,2,13
IL,13,23,9,2022,9.65,17.78,0.0,2,13
VA,11,23,12,2022,61.14,-3.33,0.0,2,11
VA,17,1,12,2022,4.83,5.0,0.0,2,15
FL,17,23,11,2022,9.65,26.67,0.0,2,16
NY,0,15,8,2022,11.26,22.78,0.0,2,4
MN,16,26,1,2023,9.65,-11.67,0.0,2,15
NC,15,24,12,2022,19.31,-2.22,0.0,2,13
SC,10,13,1,2023,20.92,9.44,0.0,2,11
TX,16,16,1,2023,0.0,25.0,0.0,2,15
NY,23,15,1,2023,32.18,0.56,0.0,2,13
FL,6,4,1,2023,11.26,21.67,0.0,2,8
FL,8,4,10,2022,12.87,24.44,0.0,2,9
NY,6,1,10,2022,9.65,11.11,0.0,2,7
CA,14,9,8,2022,16.09,23.89,0.0,2,13
PA,15,4,9,2022,9.65,30.0,0.0,2,15
PA,10,1,12,2022,27.35,-2.78,0.0,2,9
NC,16,30,8,2022,8.04,31.67,0.0,3,16
MN,16,11,8,2022,11.26,28.33,0.0,2,16
CA,17,20,12,2022,8.04,8.33,0.0,2,17
PA,18,15,11,2022,19.31,3.89,2.54,2,16
TX,12,30,11,2022,8.04,2.22,0.0,2,12
CT,18,26,12,2022,12.87,-2.78,0.0,2,15
TX,6,12,10,2022,4.83,22.78,0.0,2,8
SC,11,15,12,2022,11.26,16.11,0.25,2,12
SC,21,28,1,2023,4.83,6.67,0.0,2,19
AZ,8,15,12,2022,0.0,-1.11,0.0,2,8
CA,15,4,10,2022,12.87,31.67,0.0,2,15
CA,8,12,12,2022,12.87,7.22,0.0,2,8
CA,13,20,8,2022,9.65,25.0,0.0,2,13
TX,5,14,1,2023,9.65,2.78,0.0,2,8
TX,16,16,9,2022,9.65,33.33,0.0,2,14
SC,17,28,1,2023,12.87,11.11,0.0,2,16
FL,9,5,12,2022,9.65,22.22,0.0,2,16
FL,14,25,1,2023,37.01,25.56,0.0,2,13
CA,13,3,8,2022,0.0,27.78,0.0,2,14
TX,9,7,11,2022,0.0,24.44,0.0,2,12
SC,11,29,12,2022,0.0,11.67,0.0,2,13
FL,16,25,1,2023,16.09,27.22,0.0,2,15
FL,14,6,1,2023,12.87,25.56,0.0,2,15
CA,10,6,8,2022,11.26,21.67,0.0,2,10
TN,11,10,9,2022,4.83,21.67,1.02,2,11
WI,15,18,8,2022,22.53,25.0,0.0,2,15
CA,8,5,1,2023,9.65,11.11,0.76,2,9
GA,5,30,1,2023,0.0,8.89,1.27,2,7
FL,15,22,9,2022,0.0,32.78,0.0,2,15
CA,11,4,12,2022,20.92,13.33,0.0,2,11
FL,16,13,8,2022,14.48,24.44,0.51,2,15
NY,15,2,9,2022,9.65,25.0,0.0,2,15
PA,21,30,9,2022,22.53,12.22,0.0,2,17
CA,17,15,12,2022,0.0,7.78,0.0,2,11
NY,5,16,11,2022,11.26,0.56,0.25,2,6
CA,15,2,12,2022,0.0,11.11,0.0,2,14
CA,14,22,8,2022,20.92,26.11,0.0,2,14
VA,19,14,11,2022,0.0,0.0,0.0,2,16
TX,7,13,10,2022,20.92,22.78,0.0,2,7
FL,19,5,12,2022,8.04,23.33,0.0,2,20
CA,15,27,1,2023,0.0,15.0,0.0,2,15
LA,11,16,12,2022,12.87,14.44,0.0,2,11
VA,9,9,8,2022,0.0,22.78,0.0,2,9
NY,22,15,12,2022,25.74,5.56,0.76,2,20
NY,12,24,9,2022,16.09,13.89,0.0,2,11
VA,15,12,9,2022,12.87,24.44,0.0,2,14
NY,4,23,1,2023,11.26,0.0,0.25,2,5
PA,17,7,12,2022,0.0,11.11,0.0,2,14
NC,7,6,9,2022,9.65,22.78,0.0,2,8
OH,3,15,1,2023,0.0,-6.67,0.0,2,3
SC,3,20,11,2022,4.83,4.44,0.0,2,7
NJ,9,27,1,2023,12.87,3.89,0.0,2,11
CA,14,13,11,2022,14.48,17.78,0.0,2,14
SC,16,15,10,2022,27.35,26.11,0.0,2,16
CA,17,24,1,2023,9.65,15.56,0.0,2,17
AZ,9,3,8,2022,9.65,32.78,0.2104570154231863,2,9
SC,20,19,8,2022,0.0,23.89,0.25,2,11
NY,9,16,8,2022,0.0,22.22,0.0,4,10
TN,14,11,9,2022,12.87,25.0,0.0,2,14
CA,7,8,9,2022,4.83,23.33,0.0,2,7
FL,17,2,12,2022,8.04,25.0,0.0,2,11
FL,7,1,8,2022,8.04,25.56,0.0,2,10
CO,7,9,11,2022,9.65,-2.78,0.0,2,9
NY,13,3,9,2022,11.26,25.0,0.0,2,15
NY,14,28,1,2023,24.14,1.67,0.0,2,11
VA,18,17,9,2022,11.26,26.67,0.0,2,14
KS,17,24,8,2022,11.26,31.11,0.0,2,17
PA,17,2,8,2022,19.31,33.89,0.0,2,16
TX,13,26,1,2023,8.04,13.33,0.0,2,13
UT,13,5,10,2022,11.26,22.78,0.0,2,14
TX,9,14,12,2022,20.92,4.44,0.0,2,10
OH,20,16,11,2022,14.48,0.56,0.0,2,16
CA,17,17,8,2022,19.31,27.22,0.0,2,16
FL,11,13,10,2022,0.0,25.0,0.0,2,10
SC,17,6,1,2023,0.0,12.22,0.0,2,16
GA,7,11,9,2022,0.0,21.11,0.2104570154231863,2,8
TX,16,29,12,2022,14.48,20.0,0.0,2,9
MD,16,3,12,2022,12.87,15.56,0.0,2,16
NC,18,28,12,2022,8.04,7.78,0.0,2,18
IL,7,6,10,2022,0.0,12.22,0.0,2,6
MN,9,14,1,2023,20.92,-6.67,0.0,2,9
PA,15,18,8,2022,16.09,30.0,0.0,2,15
VA,21,13,1,2023,20.92,-3.89,0.0,2,15
MN,14,2,8,2022,38.62,34.44,0.0,2,15
CO,4,21,1,2023,14.48,-5.0,0.0,2,6
TN,17,20,8,2022,12.87,22.78,22.35,2,16
CA,13,7,11,2022,19.31,17.78,0.0,2,11
MT,7,19,12,2022,4.83,-11.67,0.0,2,9
TX,12,31,8,2022,11.26,29.44,0.0,3,13
VA,11,4,12,2022,4.83,6.67,0.0,2,12
TX,5,19,12,2022,27.35,11.11,0.0,2,15
VA,7,5,11,2022,0.0,15.0,0.0,2,11
CA,4,1,9,2022,8.04,16.11,0.2104570154231863,2,10
NY,19,6,10,2022,8.04,19.44,0.0,2,17
FL,18,5,8,2022,9.65,28.89,0.25,2,18
CT,17,7,11,2022,0.0,19.44,0.0,2,15
TX,15,19,12,2022,14.48,6.67,0.0,2,15
MT,8,3,12,2022,8.04,-16.11,0.0,2,9
CA,14,22,12,2022,8.04,20.56,0.0,2,15
CA,15,4,11,2022,12.87,18.89,0.0,2,15
VA,15,16,1,2023,20.92,12.78,0.0,2,14
NC,18,12,10,2022,8.04,22.78,0.0,2,17
CA,13,30,1,2023,4.83,13.89,0.0,2,14
FL,16,26,9,2022,16.09,31.67,0.0,2,15
FL,16,30,9,2022,9.65,28.33,0.0,2,16
NY,6,4,10,2022,20.92,8.33,2.54,2,7
CO,15,9,9,2022,9.65,12.78,0.0,2,13
TN,8,7,9,2022,8.04,24.44,0.0,2,12
TN,17,9,12,2022,8.04,14.44,0.0,2,13
FL,19,21,9,2022,11.26,28.33,0.0,2,18
TX,15,17,12,2022,16.09,11.11,0.0,2,15
FL,15,15,11,2022,8.04,28.89,0.0,2,15
TX,6,7,10,2022,0.0,21.11,0.0,2,7
TX,18,5,10,2022,16.09,27.78,0.0,2,17
VA,13,4,11,2022,0.0,21.11,0.0,2,15
LA,9,21,8,2022,11.26,30.56,0.0,2,11
CO,11,26,9,2022,27.35,26.67,0.0,2,13
OH,7,16,12,2022,11.26,1.67,0.0,2,9
NY,15,13,10,2022,12.87,18.89,0.0,2,15
IL,8,12,12,2022,8.04,3.89,0.0,2,10
FL,16,17,10,2022,14.48,28.33,0.0,2,16
IL,10,10,12,2022,9.65,3.33,0.0,2,13
FL,14,23,11,2022,4.83,29.44,0.0,2,13
SC,5,20,1,2023,11.26,11.11,0.0,2,8
FL,18,26,9,2022,9.65,24.44,6.86,2,16
PA,13,22,12,2022,12.87,0.0,0.51,2,12
SC,3,5,9,2022,4.83,23.33,0.0,2,7
CA,12,4,8,2022,0.0,27.78,0.0,1,11
CA,16,16,10,2022,9.65,24.44,0.0,2,16
OR,10,29,8,2022,12.87,24.44,0.0,3,10
FL,14,28,8,2022,9.65,27.22,0.0,2,15
CA,18,15,10,2022,9.65,20.56,0.76,2,17
GA,12,19,8,2022,12.87,23.33,2.54,1,13
TX,7,7,9,2022,0.0,21.67,0.0,2,7
VA,17,18,1,2023,4.83,11.11,0.0,2,16
CA,0,3,12,2022,8.04,13.33,0.25,2,4
FL,19,25,9,2022,12.87,28.89,0.0,2,17
GA,15,3,1,2023,12.87,18.89,0.51,2,8
AZ,4,20,1,2023,8.04,8.33,0.0,2,8
IL,21,19,11,2022,20.92,-7.78,0.0,2,17
MT,21,1,12,2022,11.26,-3.33,0.76,2,19
CA,16,30,8,2022,22.53,30.0,0.0,2,16
FL,17,6,12,2022,9.65,25.0,0.0,2,17
OH,21,24,12,2022,25.74,-10.56,0.0,2,19
TN,8,24,8,2022,4.83,22.78,0.0,2,8
CA,15,13,11,2022,16.09,17.22,0.0,2,15
CO,20,12,11,2022,9.65,-1.11,0.0,2,19
CA,13,30,8,2022,14.48,29.44,0.0,2,16
VA,23,25,9,2022,16.09,18.33,0.0,2,20
NY,14,5,10,2022,14.48,13.89,0.0,2,14
UT,7,7,11,2022,28.96,15.0,0.0,2,10
CA,22,17,8,2022,8.04,23.89,0.0,2,18
NY,11,18,9,2022,19.31,26.67,0.0,2,12
FL,15,2,1,2023,9.65,23.89,0.0,2,15
TN,15,1,12,2022,12.87,10.0,0.0,2,14
NC,3,31,8,2022,9.65,23.89,0.0,2,4
VA,14,24,8,2022,0.0,30.56,0.0,2,15
NJ,17,27,12,2022,0.0,0.0,0.0,2,16
CA,17,14,10,2022,4.83,19.44,0.0,2,17
MN,23,23,9,2022,16.09,11.11,0.25,2,12
IL,14,5,8,2022,11.26,27.22,0.0,2,13
FL,11,25,1,2023,24.14,24.44,0.0,2,11
CA,15,22,8,2022,12.87,26.67,0.0,2,14
SC,0,13,1,2023,22.53,13.89,0.25,2,4
FL,15,8,8,2022,16.09,32.22,0.0,2,16
FL,7,14,11,2022,8.04,23.33,0.0,2,8
CA,6,2,11,2022,4.83,7.78,0.0,2,6
GA,13,31,12,2022,14.48,17.22,0.0,2,13
NY,5,1,10,2022,24.14,13.89,1.02,2,6
CA,4,24,11,2022,9.65,3.89,0.0,2,9
SC,6,5,10,2022,0.0,8.89,0.0,2,6
OH,8,6,12,2022,8.04,8.33,0.0,2,16
IL,16,24,12,2022,35.4,-11.11,0.0,2,14
PA,19,13,1,2023,24.14,-0.56,0.0,2,18
SC,6,4,12,2022,0.0,10.56,0.0,2,10
FL,9,29,1,2023,28.96,26.11,0.0,2,11
NY,2,31,12,2022,8.04,6.11,0.0,2,7
TX,1,3,9,2022,4.83,25.0,0.0,2,11
CA,16,19,1,2023,14.48,10.0,0.0,2,14
CA,20,7,11,2022,4.83,9.44,0.0,2,16
TX,18,23,11,2022,9.65,13.33,0.0,2,16
CA,17,18,1,2023,11.26,14.44,0.0,2,17
NC,17,1,9,2022,4.83,31.11,0.0,2,16
AZ,12,3,11,2022,22.53,13.89,0.0,2,7
CA,21,3,12,2022,0.0,13.33,0.0,2,12
CA,13,28,9,2022,11.26,26.11,0.0,2,13
MD,17,20,8,2022,9.65,29.44,0.0,2,17
VA,20,10,9,2022,9.65,21.11,0.51,2,18
AR,2,30,1,2023,12.87,-6.11,0.0,2,5
MN,22,3,1,2023,4.83,1.11,0.0,2,15
PA,7,7,9,2022,14.48,20.0,0.0,2,8
FL,9,8,10,2022,14.48,24.44,0.0,2,14
FL,15,30,12,2022,4.83,20.0,0.2104570154231863,2,14
NC,20,1,12,2022,0.0,-1.11,0.0,2,12
FL,16,12,8,2022,20.92,31.11,0.0,2,16
NY,5,5,8,2022,16.09,27.22,0.0,2,9
FL,23,11,8,2022,8.04,27.78,0.0,2,19
FL,22,6,9,2022,9.65,26.67,0.0,2,18
CA,9,26,1,2023,19.31,13.89,0.0,2,10
TX,16,14,11,2022,16.09,5.56,0.0,2,14
MN,17,23,12,2022,37.01,-18.89,0.0,2,15
CA,4,31,12,2022,0.0,13.89,2.03,2,6
CA,18,15,1,2023,4.83,9.44,0.0,2,16
PA,10,30,12,2022,12.87,10.0,0.0,2,13
CA,20,23,9,2022,14.48,25.0,0.0,2,18
FL,10,24,8,2022,11.26,31.11,0.0,2,15
AZ,14,3,1,2023,11.26,15.0,0.0,2,16
AZ,15,9,9,2022,11.26,31.11,0.0,2,15
CA,13,8,9,2022,14.48,41.11,0.0,2,13
TX,15,20,1,2023,20.92,15.56,0.0,2,13
SC,7,17,11,2022,0.0,-1.11,0.0,2,8
NV,11,24,11,2022,0.0,6.67,0.0,2,12
FL,11,13,12,2022,12.87,22.78,0.0,2,11
PA,17,21,12,2022,11.26,1.11,0.0,2,14
NY,6,21,9,2022,8.04,13.89,0.0,2,6
OK,8,11,8,2022,8.04,25.56,0.0,2,14
SC,11,11,11,2022,22.53,19.44,1.52,2,12
VA,22,23,8,2022,8.04,25.0,0.0,2,18
CA,8,1,12,2022,0.0,6.11,0.51,2,9
PA,1,12,11,2022,12.87,20.0,2.03,2,6
NJ,13,17,9,2022,0.0,24.44,0.0,2,13
NC,18,23,8,2022,4.83,31.11,0.0,2,17
NJ,14,4,1,2023,4.83,18.33,0.0,2,14
MD,12,20,11,2022,28.96,2.78,0.0,2,12
CA,16,4,11,2022,16.09,15.56,0.0,2,16
VA,22,19,9,2022,9.65,23.33,0.0,2,20
NY,16,22,9,2022,11.26,20.0,0.0,2,16
CA,13,18,12,2022,14.48,16.67,0.0,2,13
AR,7,16,11,2022,0.0,1.11,0.0,2,9
CA,15,7,8,2022,8.04,30.0,0.0,2,14
MN,23,12,11,2022,4.83,-3.89,0.0,2,20
MN,17,16,12,2022,0.0,0.0,0.25,2,17
MO,2,16,12,2022,19.31,-2.22,0.0,2,7
IN,19,7,9,2022,11.26,25.0,0.0,2,17
CA,7,9,12,2022,12.87,7.78,0.0,2,8
TN,23,30,12,2022,0.0,12.78,0.0,2,14
KS,9,24,9,2022,4.83,15.0,0.0,2,9
OH,8,14,12,2022,12.87,2.78,0.0,2,13
WA,15,21,12,2022,11.26,-3.33,0.0,2,13
OH,15,17,1,2023,40.22,14.44,0.0,2,14
NY,19,27,1,2023,11.26,3.33,0.0,2,17
MN,13,25,1,2023,16.09,-3.33,0.25,2,13
PA,13,15,12,2022,19.31,1.67,0.76,2,13
CA,19,1,12,2022,0.0,7.22,0.0,2,18
CA,19,27,1,2023,9.65,8.89,0.0,2,19
NY,15,3,10,2022,32.18,11.67,0.76,2,15
MO,10,13,9,2022,9.65,22.78,0.0,2,12
UT,17,29,1,2023,38.62,-3.89,0.0,2,17
CA,17,7,11,2022,4.83,8.89,0.25,2,15
SC,17,24,8,2022,9.65,24.44,0.0,2,16
OR,10,7,11,2022,11.26,6.67,0.0,2,11
PA,18,17,8,2022,0.0,17.22,0.0,2,5
OH,12,22,12,2022,19.31,4.44,0.0,2,10
FL,8,16,8,2022,0.0,25.0,0.0,2,8
TN,11,14,12,2022,25.74,12.22,0.51,2,13
AR,12,16,9,2022,11.26,28.89,0.0,2,13
OR,7,5,12,2022,0.0,-2.22,0.0,2,11
WV,18,11,11,2022,11.26,16.67,1.27,2,16
NY,17,4,12,2022,0.0,5.56,0.0,2,15
FL,15,5,12,2022,9.65,24.44,0.0,2,16
CA,1,14,11,2022,9.65,7.22,0.0,2,5
MO,7,19,11,2022,20.92,-4.44,0.0,2,9
FL,14,11,10,2022,8.04,29.44,0.0,2,15
TX,20,15,10,2022,16.09,28.33,0.0,2,17
CA,9,19,9,2022,0.0,23.33,0.0,2,9
PA,0,26,9,2022,4.83,15.0,0.0,2,4
CT,21,28,8,2022,9.65,21.11,0.0,2,19
CA,14,6,12,2022,4.83,13.89,0.0,2,16
SC,6,19,8,2022,0.0,20.0,0.0,2,8
FL,6,11,10,2022,0.0,22.78,0.0,2,8
CA,18,12,10,2022,0.0,22.78,0.0,2,17
SC,17,24,1,2023,9.65,12.78,0.0,2,16
CA,7,20,9,2022,0.0,13.89,0.2104570154231863,2,6
SC,16,30,12,2022,8.04,13.89,0.0,2,16
CA,8,9,8,2022,4.83,29.44,0.0,2,14
CO,13,12,10,2022,9.65,22.22,0.0,2,13
LA,22,6,8,2022,4.83,26.67,0.0,2,21
MD,15,7,11,2022,19.31,25.0,0.0,2,14
NY,12,24,12,2022,24.14,-12.78,0.0,2,12
CA,15,11,11,2022,14.48,22.22,0.0,2,15
PA,13,5,12,2022,8.04,7.78,0.0,2,14
AZ,6,13,12,2022,0.0,7.78,0.0,2,7
MI,19,6,11,2022,11.26,13.89,0.0,2,16
ND,20,18,12,2022,11.26,-20.56,0.0,2,19
CA,6,23,9,2022,0.0,22.78,0.2104570154231863,2,9
CA,14,26,1,2023,20.92,17.22,0.0,2,11
PA,11,1,10,2022,8.04,12.22,2.03,2,12
OR,16,4,12,2022,4.83,-4.44,0.0,2,15
CA,13,22,11,2022,4.83,16.11,0.0,2,14
SC,5,4,8,2022,0.0,21.11,0.0,3,6
OR,17,17,1,2023,11.26,8.33,0.0,2,16
CA,20,3,9,2022,27.35,21.11,0.0,2,18
OH,8,20,11,2022,25.74,-7.22,0.0,2,11
FL,10,5,9,2022,9.65,27.22,0.0,2,13
AZ,18,6,12,2022,14.48,17.22,0.0,2,17
AR,17,9,9,2022,4.83,30.0,0.0,2,16
FL,16,4,1,2023,20.92,20.0,0.0,2,13
CA,17,11,11,2022,0.0,13.89,0.0,2,14
PA,11,23,11,2022,8.04,10.56,0.0,2,11
VA,13,18,9,2022,11.26,27.22,0.0,2,13
FL,10,17,11,2022,12.87,16.11,0.0,2,11
SC,23,14,10,2022,0.0,13.33,0.0,2,12
CA,21,23,1,2023,9.65,6.67,0.0,2,16
TX,23,8,11,2022,12.87,20.56,0.0,2,19
TX,11,10,12,2022,19.31,23.33,0.0,2,13
TX,15,22,12,2022,40.22,5.56,0.0,2,13
CA,22,5,11,2022,0.0,12.22,0.0,2,19
TN,23,9,12,2022,0.0,7.78,0.0,2,21
CA,17,2,11,2022,25.74,18.89,0.0,2,16
NY,12,12,11,2022,20.92,20.0,0.0,2,11
FL,6,9,8,2022,9.65,26.11,0.0,2,6
CT,6,7,10,2022,0.0,12.22,0.0,2,6
FL,7,23,1,2023,0.0,21.11,5.08,2,7
CA,12,18,9,2022,9.65,25.0,0.0,4,13
SC,18,24,12,2022,9.65,-2.78,0.0,2,13
NY,18,29,9,2022,16.09,17.22,0.0,2,17
PA,16,1,1,2023,11.26,12.22,0.0,2,15
SC,18,13,1,2023,19.31,7.22,0.0,2,17
CA,18,4,11,2022,24.14,14.44,0.0,2,17
CA,10,17,12,2022,0.0,2.78,0.0,2,13
CA,2,22,8,2022,0.0,12.22,0.0,2,4
MD,16,15,12,2022,11.26,7.78,0.76,2,15
OR,9,29,1,2023,0.0,-2.78,0.0,4,8
CA,14,17,8,2022,27.35,23.89,0.2104570154231863,2,14
NV,1,25,9,2022,8.04,11.11,0.0,2,3
SC,17,24,1,2023,11.26,13.33,0.0,2,13
UT,13,22,8,2022,16.09,30.0,0.0,2,14
SC,16,30,8,2022,8.04,30.0,0.0,2,15
CA,6,28,9,2022,0.0,13.33,0.0,2,6
AZ,5,6,8,2022,8.04,28.89,0.2104570154231863,2,6
FL,0,24,12,2022,32.18,11.67,0.0,2,2
CA,21,26,1,2023,8.04,4.44,0.0,2,16
MO,9,12,10,2022,20.92,14.44,0.0,2,9
NY,13,15,9,2022,11.26,22.22,0.0,2,17
FL,15,12,9,2022,19.31,28.89,0.0,2,15
NY,15,6,10,2022,12.87,23.33,0.0,2,15
MI,12,25,12,2022,20.92,-9.44,0.0,2,12
OK,17,9,12,2022,4.83,8.89,0.0,2,14
CA,18,16,1,2023,19.31,0.56,0.0,2,15
CA,14,3,8,2022,4.83,27.22,0.0,2,12
CA,7,15,12,2022,11.26,2.78,0.0,2,7
MA,16,12,8,2022,11.26,27.78,0.0,3,14
OR,11,5,9,2022,4.83,20.0,0.0,2,11
PA,17,21,12,2022,0.0,-1.67,0.0,2,16
SC,17,9,11,2022,22.53,17.22,0.0,2,18
AZ,7,9,12,2022,0.0,8.33,0.0,2,10
TX,13,17,10,2022,14.48,20.56,0.0,2,13
FL,15,10,10,2022,16.09,29.44,0.0,2,15
FL,23,20,12,2022,4.83,21.11,0.0,2,13
TX,19,9,12,2022,11.26,22.78,0.0,2,11
CA,9,19,9,2022,0.0,22.22,0.0,2,10
NY,15,26,8,2022,8.04,26.11,0.0,2,14
NY,19,11,11,2022,0.0,15.56,4.57,2,18
IL,12,22,12,2022,22.53,-2.22,0.0,2,12
NJ,11,14,10,2022,11.26,16.11,0.0,2,10
CA,22,24,9,2022,8.04,23.89,0.0,2,20
LA,11,29,1,2023,11.26,17.22,11.18,2,10
OR,7,4,9,2022,0.0,17.78,0.0,2,7
MN,17,9,9,2022,16.09,15.56,0.0,2,15
CA,10,15,8,2022,9.65,20.0,0.0,2,10
PA,16,26,1,2023,25.74,6.11,0.0,2,15
IL,16,10,11,2022,19.31,21.67,0.0,2,13
FL,15,20,9,2022,19.31,30.56,0.0,2,14
NC,7,20,9,2022,0.0,17.78,0.0,2,7
FL,21,1,8,2022,14.48,29.44,0.0,2,20
TX,15,15,12,2022,4.83,11.67,0.0,2,15
VA,20,20,12,2022,0.0,2.22,0.0,2,19
OH,8,3,1,2023,19.31,16.67,4.06,2,8
TX,10,2,9,2022,12.87,22.78,2.54,2,11
FL,0,26,9,2022,0.0,22.22,0.0,2,4
CT,16,5,11,2022,12.87,22.22,0.0,2,16
CA,22,2,11,2022,0.0,12.78,0.0,2,11
UT,17,29,1,2023,38.62,-3.89,0.0,2,17
FL,11,17,11,2022,16.09,23.89,0.0,2,14
CA,15,28,1,2023,11.26,15.0,0.0,2,12
CA,13,28,12,2022,9.65,12.78,0.0,2,12
FL,15,14,11,2022,11.26,26.11,0.0,2,15
MN,14,7,9,2022,0.0,28.89,0.0,2,14
LA,15,24,1,2023,32.18,17.78,0.0,2,14
TX,10,15,11,2022,20.92,3.89,0.0,2,10
WA,9,12,8,2022,14.48,18.89,0.0,3,10
CA,13,1,8,2022,20.92,36.11,0.0,2,13
MO,18,15,11,2022,12.87,2.78,0.0,2,17
SC,17,16,11,2022,0.0,11.11,0.0,2,16
CA,15,2,8,2022,19.31,36.11,0.0,2,15
CA,7,3,1,2023,9.65,7.22,0.0,2,16
NY,15,16,10,2022,9.65,18.33,0.0,2,16
NY,11,10,8,2022,4.83,21.11,0.0,2,9
FL,11,23,1,2023,14.48,18.33,0.0,2,12
VA,12,19,9,2022,19.31,29.44,0.0,2,14
SC,17,23,11,2022,8.04,18.33,0.0,2,17
TN,13,11,12,2022,4.83,12.22,0.0,2,13
NY,18,13,10,2022,8.04,12.22,0.76,2,16
OH,8,4,8,2022,8.04,25.56,0.0,2,8
FL,7,6,12,2022,8.04,17.78,0.0,2,7
WV,19,18,11,2022,8.04,-1.67,0.0,2,17
FL,7,24,1,2023,4.83,8.89,0.0,2,8
NY,21,5,8,2022,4.83,27.78,0.0,2,12
WI,10,15,11,2022,11.26,-1.11,0.0,2,8
FL,16,13,11,2022,19.31,22.78,0.0,2,16
LA,15,16,9,2022,14.48,30.56,0.0,2,14
NJ,17,23,8,2022,25.74,31.11,0.0,2,16
CT,19,22,11,2022,4.83,3.89,0.0,2,12
CA,2,16,11,2022,27.35,17.78,0.0,2,6
CA,7,19,1,2023,8.04,4.44,0.0,2,8
MN,9,15,12,2022,20.92,-0.56,0.0,2,11
MN,16,2,9,2022,12.87,29.44,0.0,2,15
PA,13,23,12,2022,41.83,-18.33,0.2104570154231863,2,13
FL,16,7,11,2022,20.92,27.22,0.0,2,16
CA,7,17,1,2023,0.0,7.22,0.0,2,12
TN,6,2,9,2022,4.83,23.33,0.0,2,8
TX,6,24,8,2022,9.65,25.0,1.52,2,8
FL,13,20,11,2022,25.74,22.78,4.32,2,13
IA,16,22,9,2022,4.83,16.67,0.0,2,13
MD,17,15,9,2022,8.04,25.0,0.0,2,17
FL,16,4,11,2022,27.35,26.67,0.0,2,16
PA,21,3,12,2022,16.09,6.67,0.0,2,18
NY,15,5,9,2022,20.92,30.0,0.0,2,15
OH,19,30,12,2022,12.87,12.22,0.0,2,16
OH,17,13,12,2022,9.65,2.78,0.0,2,17
AL,17,16,10,2022,11.26,23.89,0.0,2,14
